industry_name_ANZSIC,rme_size_grp,variables
Public Administration and Safety,b_1-5,"Sales, government funding, grants and subsidies"
Public Administration and Safety,b_1-5,Total income
Public Administration and Safety,b_1-5,Total expenditure
Public Administration and Safety,b_1-5,Operating profit before tax
Public Administration and Safety,b_1-5,Total assets
Public Administration and Safety,b_1-5,Fixed tangible assets
Public Administration and Safety,c_6-9,Activity unit
Public Administration and Safety,c_6-9,Rolling mean employees
Public Administration and Safety,c_6-9,Salaries and wages paid
Public Administration and Safety,c_6-9,"Sales, government funding, grants and subsidies"
Public Administration and Safety,c_6-9,Total income
Public Administration and Safety,c_6-9,Total expenditure
Public Administration and Safety,c_6-9,Operating profit before tax
Public Administration and Safety,c_6-9,Total assets
Public Administration and Safety,c_6-9,Fixed tangible assets
Public Administration and Safety,d_10-19,Activity unit
Public Administration and Safety,d_10-19,Rolling mean employees
Public Administration and Safety,d_10-19,Salaries and wages paid
Public Administration and Safety,d_10-19,"Sales, government funding, grants and subsidies"
Public Administration and Safety,d_10-19,Total income
Public Administration and Safety,d_10-19,Total expenditure
Public Administration and Safety,d_10-19,Operating profit before tax
Public Administration and Safety,d_10-19,Total assets
Public Administration and Safety,d_10-19,Fixed tangible assets
Public Administration and Safety,e_20-49,Activity unit
Public Administration and Safety,e_20-49,Rolling mean employees
Public Administration and Safety,e_20-49,Salaries and wages paid
Public Administration and Safety,e_20-49,"Sales, government funding, grants and subsidies"
Public Administration and Safety,e_20-49,Total income
Public Administration and Safety,e_20-49,Total expenditure
Public Administration and Safety,e_20-49,Operating profit before tax
Public Administration and Safety,e_20-49,Total assets
Public Administration and Safety,e_20-49,Fixed tangible assets
Public Administration and Safety,f_50-99,Activity unit
Public Administration and Safety,f_50-99,Rolling mean employees
Public Administration and Safety,f_50-99,Salaries and wages paid
Public Administration and Safety,f_50-99,"Sales, government funding, grants and subsidies"
Public Administration and Safety,f_50-99,Total income
Public Administration and Safety,f_50-99,Total expenditure
Public Administration and Safety,f_50-99,Operating profit before tax
Public Administration and Safety,f_50-99,Total assets
Public Administration and Safety,f_50-99,Fixed tangible assets
Public Administration and Safety,g_100-199,Activity unit
Public Administration and Safety,g_100-199,Rolling mean employees
Public Administration and Safety,g_100-199,Salaries and wages paid
Public Administration and Safety,g_100-199,"Sales, government funding, grants and subsidies"
Public Administration and Safety,g_100-199,Total income
Public Administration and Safety,g_100-199,Total expenditure
Public Administration and Safety,g_100-199,Operating profit before tax
Public Administration and Safety,g_100-199,Total assets
Public Administration and Safety,g_100-199,Fixed tangible assets
Public Administration and Safety,h_200+,Activity unit
Public Administration and Safety,h_200+,Rolling mean employees
Public Administration and Safety,h_200+,Salaries and wages paid
Public Administration and Safety,h_200+,"Sales, government funding, grants and subsidies"
Public Administration and Safety,h_200+,Total income
Public Administration and Safety,h_200+,Total expenditure
Public Administration and Safety,h_200+,Operating profit before tax
Public Administration and Safety,h_200+,Total assets
Public Administration and Safety,h_200+,Fixed tangible assets
Public Administration and Safety,i_Industry_Total,Activity unit
Public Administration and Safety,i_Industry_Total,Rolling mean employees
Public Administration and Safety,i_Industry_Total,Salaries and wages paid
Public Administration and Safety,i_Industry_Total,"Sales, government funding, grants and subsidies"
Public Administration and Safety,i_Industry_Total,Total income
Public Administration and Safety,i_Industry_Total,Total expenditure
Public Administration and Safety,i_Industry_Total,Operating profit before tax
Public Administration and Safety,i_Industry_Total,Total assets
Public Administration and Safety,i_Industry_Total,Fixed tangible assets
Education and Training,a_0,Activity unit
Education and Training,a_0,Rolling mean employees
Education and Training,a_0,Salaries and wages paid
Education and Training,a_0,"Sales, government funding, grants and subsidies"
Education and Training,a_0,Total income
Education and Training,a_0,Total expenditure
Education and Training,a_0,Operating profit before tax
Education and Training,a_0,Total assets
Education and Training,a_0,Fixed tangible assets
Education and Training,b_1-5,Activity unit
Education and Training,b_1-5,Rolling mean employees
Education and Training,b_1-5,Salaries and wages paid
Education and Training,b_1-5,"Sales, government funding, grants and subsidies"
Education and Training,b_1-5,Total income
Education and Training,b_1-5,Total expenditure
Education and Training,b_1-5,Operating profit before tax
Education and Training,b_1-5,Total assets
Education and Training,b_1-5,Fixed tangible assets
Education and Training,c_6-9,Activity unit
Education and Training,c_6-9,Rolling mean employees
Education and Training,c_6-9,Salaries and wages paid
Education and Training,c_6-9,"Sales, government funding, grants and subsidies"
Education and Training,c_6-9,Total income
Education and Training,c_6-9,Total expenditure
Education and Training,c_6-9,Operating profit before tax
Education and Training,c_6-9,Total assets
Education and Training,c_6-9,Fixed tangible assets
Education and Training,d_10-19,Activity unit
Education and Training,d_10-19,Rolling mean employees
Education and Training,d_10-19,Salaries and wages paid
Education and Training,d_10-19,"Sales, government funding, grants and subsidies"
Education and Training,d_10-19,Total income
Education and Training,d_10-19,Total expenditure
Education and Training,d_10-19,Operating profit before tax
Education and Training,d_10-19,Total assets
Education and Training,d_10-19,Fixed tangible assets
Education and Training,e_20-49,Activity unit
Education and Training,e_20-49,Rolling mean employees
Education and Training,e_20-49,Salaries and wages paid
Education and Training,e_20-49,"Sales, government funding, grants and subsidies"
Education and Training,e_20-49,Total income
Education and Training,e_20-49,Total expenditure
Education and Training,e_20-49,Operating profit before tax
Education and Training,e_20-49,Total assets
Education and Training,e_20-49,Fixed tangible assets
Education and Training,f_50-99,Activity unit
Education and Training,f_50-99,Rolling mean employees
Education and Training,f_50-99,Salaries and wages paid
Education and Training,f_50-99,"Sales, government funding, grants and subsidies"
Education and Training,f_50-99,Total income
Education and Training,f_50-99,Total expenditure
Education and Training,f_50-99,Operating profit before tax
Education and Training,f_50-99,Total assets
Education and Training,f_50-99,Fixed tangible assets
Education and Training,g_100-199,Activity unit
Education and Training,g_100-199,Rolling mean employees
Education and Training,g_100-199,Salaries and wages paid
Education and Training,g_100-199,"Sales, government funding, grants and subsidies"
Education and Training,g_100-199,Total income
Education and Training,g_100-199,Total expenditure
Education and Training,g_100-199,Operating profit before tax
Education and Training,g_100-199,Total assets
Education and Training,g_100-199,Fixed tangible assets
Education and Training,h_200+,Activity unit
Education and Training,h_200+,Rolling mean employees
Education and Training,h_200+,Salaries and wages paid
Education and Training,h_200+,"Sales, government funding, grants and subsidies"
Education and Training,h_200+,Total income
Education and Training,h_200+,Total expenditure
Education and Training,h_200+,Operating profit before tax
Education and Training,h_200+,Total assets
Education and Training,h_200+,Fixed tangible assets
Education and Training,i_Industry_Total,Activity unit
Education and Training,i_Industry_Total,Rolling mean employees
Education and Training,i_Industry_Total,Salaries and wages paid
Education and Training,i_Industry_Total,"Sales, government funding, grants and subsidies"
Education and Training,i_Industry_Total,Total income
Education and Training,i_Industry_Total,Total expenditure
Education and Training,i_Industry_Total,Operating profit before tax
Education and Training,i_Industry_Total,Total assets
Education and Training,i_Industry_Total,Fixed tangible assets
Health Care and Social Assistance,a_0,Activity unit
Health Care and Social Assistance,a_0,Rolling mean employees
Health Care and Social Assistance,a_0,Salaries and wages paid
Health Care and Social Assistance,a_0,"Sales, government funding, grants and subsidies"
Health Care and Social Assistance,a_0,Total income
Health Care and Social Assistance,a_0,Total expenditure
Health Care and Social Assistance,a_0,Operating profit before tax
Health Care and Social Assistance,a_0,Total assets
Health Care and Social Assistance,a_0,Fixed tangible assets
Health Care and Social Assistance,b_1-5,Activity unit
Health Care and Social Assistance,b_1-5,Rolling mean employees
Health Care and Social Assistance,b_1-5,Salaries and wages paid
Health Care and Social Assistance,b_1-5,"Sales, government funding, grants and subsidies"
Health Care and Social Assistance,b_1-5,Total income
Health Care and Social Assistance,b_1-5,Total expenditure
Health Care and Social Assistance,b_1-5,Operating profit before tax
Health Care and Social Assistance,b_1-5,Total assets
Health Care and Social Assistance,b_1-5,Fixed tangible assets
Health Care and Social Assistance,c_6-9,Activity unit
Health Care and Social Assistance,c_6-9,Rolling mean employees
Health Care and Social Assistance,c_6-9,Salaries and wages paid
